id,assists,birth_date,bonus,bps,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,creativity,creativity_rank,direct_freekicks_order,ep_next,ep_this,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,influence,influence_rank,minutes,own_goals,penalties_missed,penalties_order,penalties_saved,points_per_game,points_per_game_rank,red_cards,saves,saves_per_90,second_name,squad_number,starts,starts_per_90,team_join_date,threat,threat_rank,total_points,web_name,yellow_cards,position,team_name,team_short_name
582,0,2001-05-15,5,233,5,0.29,512462,,108.9,287,,1.7,2.7,0.31,0.02,1.08,0.06,0.77,18.63,1.07,0.04,Jake,17,0.98,2,56.0,274,341.4,218,1568,0,0,,0,3.2,126,0,0,0.0,O'Brien,,17,0.98,2024-07-30,109.0,265,65,O'Brien,5,DEF,Everton,EVE
603,0,,0,1,0,0.0,609873,,10.9,456,,0.0,0.0,0.0,0.0,0.37,0.71,0.37,0.45,0.86,0.71,Harrison,1,1.91,0,2.2,503,1.8,544,47,0,0,,0,0.7,546,0,0,0.0,Armstrong,,0,0.0,2024-08-09,9.0,436,2,Armstrong,1,MID,Everton,EVE
614,0,,0,0,0,0.0,491557,,0.0,713,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jenson,0,0.0,0,0.0,716,0.0,716,0,0,0,,0,0.0,721,0,0,0.0,Metcalfe,,0,0.0,,0.0,694,0,Metcalfe,0,MID,Everton,EVE
624,0,1987-06-20,0,0,0,0.0,40349,,0.0,573,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asmir,0,0.0,0,0.0,592,0.0,592,0,0,0,,0,0.0,601,0,0,0.0,Begovic,,0,0.0,2024-08-23,0.0,532,0,Begovic,0,GKP,Everton,EVE
627,0,2004-12-26,0,0,0,0.0,496178,,0.3,509,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,2.43,2.43,0.0,Roman,4,4.0,0,1.6,517,15.4,491,90,0,0,,0,0.0,596,0,0,0.0,Dixon,,1,1.0,2024-08-09,0.0,521,0,Dixon,0,DEF,Everton,EVE
651,0,1998-03-18,0,175,5,0.36,179519,,133.5,263,,0.0,0.0,0.59,0.04,1.72,0.12,1.13,16.64,1.19,0.08,Orel,10,0.72,1,41.4,316,172.8,335,1257,0,0,,0,2.1,280,0,0,0.0,Mangala,,14,1.0,2024-08-30,106.0,267,39,Mangala,2,MID,Everton,EVE
678,0,2005-09-28,0,0,0,0.0,547801,,0.0,741,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Callum,0,0.0,0,0.0,745,0.0,745,0,0,0,,0,0.0,749,0,0,0.0,Bates,,0,0.0,2024-11-08,0.0,725,0,Bates,0,MID,Everton,EVE
724,0,2006-06-10,0,0,0,0.0,536241,,0.0,736,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Martin,0,0.0,0,0.0,740,0.0,740,0,0,0,,0,0.0,744,0,0,0.0,Sherif,,0,0.0,2024-09-16,0.0,720,0,Sherif,0,FWD,Everton,EVE
742,0,1963-04-25,0,0,0,0.0,100000084,,0.0,529,,5.5,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David,0,0.0,0,0.0,551,0.0,551,0,0,0,,0,0.0,561,0,0,0.0,Moyes,,0,0.0,2025-01-11,0.0,480,137,Moyes,0,,Everton,EVE
773,0,2004-10-28,0,0,0,0.0,496279,,0.0,717,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isaac,0,0.0,0,0.0,720,0.0,720,0,0,0,,0,0.0,725,0,0,0.0,Heath,,0,0.0,2025-02-07,0.0,698,0,Heath,0,MID,Everton,EVE
775,0,2005-09-17,0,0,0,0.0,504296,,0.0,721,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coby,0,0.0,0,0.0,725,0.0,725,0,0,0,,0,0.0,729,0,0,0.0,Ebere,,0,0.0,2025-02-14,0.0,703,0,Coby Ebere,0,MID,Everton,EVE
803,0,2003-09-19,0,0,0,0.0,474907,,0.0,602,,,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reece,0,0.0,0,0.0,615,0.0,615,0,0,0,,0,0.0,622,0,0,0.0,Welch,,0,0.0,2021-04-11,0.0,561,0,Welch,0,DEF,Everton,EVE
10,1,1999-12-10,2,143,1,0.19,200641,4.0,223.9,189,,0.0,0.0,0.96,0.18,2.03,0.38,1.07,6.13,1.14,0.2,Reiss,9,1.68,1,55.1,277,131.6,366,483,0,0,,0,2.2,258,0,0,0.0,Nelson,,5,0.93,2024-08-30,195.0,184,27,Nelson,1,MID,Fulham,FUL
19,3,2000-07-28,15,449,7,0.31,209289,,422.3,94,,3.3,1.5,2.04,0.09,6.49,0.29,4.45,25.35,1.12,0.2,Emile,28,1.24,6,124.4,104,433.8,164,2036,0,0,,0,3.4,105,0,0,0.0,Smith Rowe,,25,1.11,2024-08-02,386.0,88,114,Smith Rowe,3,MID,Fulham,FUL
191,0,1996-05-31,3,306,4,0.13,174874,,99.0,302,,0.7,0.5,0.57,0.02,1.61,0.06,1.04,37.85,1.27,0.04,Joachim,47,1.58,0,95.0,157,687.6,61,2673,1,0,,0,1.7,347,1,0,0.0,Andersen,,30,1.01,2024-08-23,162.0,208,51,Andersen,7,DEF,Fulham,FUL
239,8,1996-01-25,8,384,3,0.15,159533,,632.1,49,,3.3,2.5,4.61,0.24,8.72,0.45,4.11,25.17,1.29,0.21,Adama,28,1.44,2,144.6,82,385.4,191,1756,0,0,,0,2.6,190,0,0,0.0,Traoré,,18,0.92,2023-08-12,426.0,77,95,Adama,3,MID,Fulham,FUL
240,6,1996-01-01,2,355,5,0.22,156689,1.0,868.3,13,1.0,0.3,0.5,4.63,0.21,8.87,0.4,4.24,27.35,1.23,0.19,Andreas,32,1.44,2,149.0,78,326.6,227,2004,0,1,1.0,0,2.5,211,0,0,0.0,Hoelgebaum Pereira,,25,1.12,2022-07-11,300.0,114,81,Andreas,8,MID,Fulham,FUL
241,0,1999-12-31,0,390,5,0.15,232892,,96.7,304,,0.7,0.3,0.42,0.01,1.44,0.04,1.02,39.22,1.15,0.03,Calvin,47,1.38,1,84.1,188,587.2,107,3074,0,0,,0,2.1,270,0,0,0.0,Bassey,,34,1.0,2023-07-28,157.0,216,75,Bassey,7,DEF,Fulham,FUL
242,0,1998-10-01,0,0,0,0.0,428971,,0.0,563,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steven,0,0.0,0,0.0,582,0.0,582,0,0,0,,0,0.0,591,0,0,0.0,Benda,,0,0.0,2023-08-30,0.0,516,0,Benda,0,GKP,Fulham,FUL
243,0,1991-01-20,0,192,1,0.15,76357,,213.8,197,,1.5,1.7,1.14,0.17,1.87,0.28,0.73,9.59,1.41,0.11,Tom,12,1.77,2,47.2,300,163.8,338,610,0,0,,0,1.3,423,1,0,0.0,Cairney,,3,0.44,2015-07-07,94.0,281,33,Cairney,3,MID,Fulham,FUL
244,1,1995-12-05,0,205,3,0.16,166477,,163.6,235,,0.0,0.0,0.56,0.03,0.94,0.05,0.38,22.39,1.23,0.02,Timothy,28,1.53,0,64.9,251,360.4,201,1642,0,0,,0,1.9,310,0,0,0.0,Castagne,,17,0.93,2023-08-29,123.0,246,46,Castagne,1,DEF,Fulham,FUL
245,0,1997-01-09,0,146,1,0.07,219924,,44.7,372,,-0.5,-0.5,0.07,0.0,0.58,0.03,0.51,19.98,1.35,0.03,Issa,19,1.28,0,38.3,332,257.6,268,1334,1,0,,0,1.5,380,0,0,0.0,Diop,,15,1.01,2022-08-10,83.0,292,31,Diop,2,DEF,Fulham,FUL
246,0,,0,0,0,0.0,515024,,0.0,723,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luke,0,0.0,0,0.0,727,0.0,727,0,0,0,,0,0.0,731,0,0,0.0,Harris,,0,0.0,,0.0,705,0,Harris,0,MID,Fulham,FUL
247,6,1996-05-03,16,704,6,0.18,153133,,922.4,11,,2.3,1.3,6.9,0.21,11.23,0.34,4.33,38.06,1.15,0.13,Alex,45,1.36,9,243.0,11,806.8,32,2981,0,0,,0,4.1,38,0,0,0.0,Iwobi,,35,1.06,2023-09-01,699.0,37,156,Iwobi,1,MID,Fulham,FUL
248,2,1992-03-04,5,475,5,0.13,80201,,20.0,432,,2.5,2.5,0.03,0.0,0.03,0.0,0.0,47.75,1.26,0.0,Bernd,54,1.42,0,98.6,149,967.0,10,3420,0,0,,1,3.0,142,0,110,2.89,Leno,,38,1.0,2022-08-02,0.0,770,115,Leno,5,GKP,Fulham,FUL
249,2,1996-08-13,1,354,4,0.15,212314,2.0,455.1,86,,0.7,1.0,1.4,0.05,2.56,0.09,1.16,33.02,1.27,0.04,Saša,37,1.42,0,91.0,168,335.6,223,2348,0,0,3.0,0,1.9,316,0,0,0.0,Lukić,,28,1.07,2023-01-31,119.0,252,56,Lukić,12,MID,Fulham,FUL
250,0,,0,0,0,0.0,120721,,0.0,576,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin,0,0.0,0,0.0,593,0.0,593,0,0,0,,0,0.0,602,0,0,0.0,Mbabu,,0,0.0,,0.0,535,0,Mbabu,0,DEF,Fulham,FUL
251,1,2001-05-04,14,349,2,0.19,244042,,95.3,306,,0.0,0.0,0.2,0.02,6.11,0.58,5.91,15.28,1.46,0.56,Rodrigo,17,1.62,8,95.4,156,352.4,211,943,0,0,,0,2.8,176,0,0,0.0,Muniz Carvalho,,8,0.76,2021-08-20,508.0,62,86,Muniz,1,FWD,Fulham,FUL
252,3,1991-05-05,26,539,7,0.25,102057,,372.2,112,,4.7,5.0,2.07,0.07,14.04,0.5,11.97,33.49,1.21,0.43,Raúl,37,1.34,12,199.7,31,612.8,94,2486,0,0,2.0,0,3.9,53,0,0,0.0,Jiménez,,30,1.09,2023-07-25,1018.0,10,147,Raúl,4,FWD,Fulham,FUL
253,0,,0,0,0,0.0,82514,,0.0,682,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tim,0,0.0,0,0.0,687,0.0,687,0,0,0,,0,0.0,692,0,0,0.0,Ream,,0,0.0,,0.0,659,0,Ream,0,DEF,Fulham,FUL
254,0,1995-01-27,0,36,0,0.0,153366,,20.6,427,,0.0,0.0,0.09,0.08,0.32,0.29,0.23,4.62,4.16,0.21,Harrison,3,2.7,0,7.1,463,18.6,485,100,0,0,,0,0.8,541,0,0,0.0,Reed,,0,0.0,2020-08-30,33.0,371,10,Reed,2,MID,Fulham,FUL
255,10,1997-08-08,8,507,5,0.14,169528,,723.4,34,,0.3,0.5,4.17,0.12,4.87,0.14,0.7,44.79,1.27,0.02,Antonee,49,1.39,0,185.5,48,922.2,16,3166,0,0,,0,2.9,150,0,0,0.0,Robinson,,35,0.99,2020-08-20,206.0,171,106,Robinson,8,DEF,Fulham,FUL
256,0,,0,2,0,0.0,490146,,0.0,788,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,60.3,0.0,Jay,0,0.0,0,0.0,789,0.0,789,1,0,0,,0,1.0,524,0,0,0.0,Stansfield,,0,0.0,,0.0,781,1,Stansfield,0,FWD,Fulham,FUL
257,2,1995-10-09,0,207,3,0.15,167074,,192.2,214,,0.5,0.3,0.65,0.03,2.02,0.1,1.37,25.5,1.29,0.07,Kenny,26,1.32,0,73.1,226,381.2,195,1773,0,0,,0,2.2,250,0,0,0.0,Tete,,21,1.07,2020-09-10,158.0,213,49,Tete,5,DEF,Fulham,FUL
258,0,1995-03-25,0,14,0,0.0,245824,,0.0,781,,-0.3,-0.5,0.0,0.0,0.06,0.42,0.06,0.11,0.76,0.42,Carlos Vinícius,1,6.92,0,2.3,502,4.0,525,13,0,0,,0,1.0,523,0,0,0.0,Alves Morais,,0,0.0,2022-09-01,19.0,407,3,Vinicius,0,FWD,Fulham,FUL
259,2,1997-03-22,6,329,2,0.16,153682,3.0,310.2,139,3.0,2.5,2.5,1.17,0.09,5.36,0.42,4.19,16.22,1.27,0.33,Harry,21,1.65,6,107.8,137,334.6,225,1148,0,0,,0,3.1,139,0,0,0.0,Wilson,,12,0.94,2021-07-24,440.0,74,78,Wilson,2,MID,Fulham,FUL
579,2,2000-05-18,5,137,1,0.16,184349,,158.8,241,,2.7,0.3,1.12,0.18,2.76,0.44,1.64,8.2,1.29,0.26,Ryan,10,1.57,4,67.1,245,284.0,248,574,0,0,,0,3.6,77,0,0,0.0,Sessegnon,,7,1.1,2024-07-26,227.0,154,57,Sessegnon,1,DEF,Fulham,FUL
586,0,1999-11-17,0,38,0,0.0,246301,,2.3,489,,-0.3,0.0,0.01,0.0,0.03,0.01,0.02,8.99,2.32,0.01,Jorge,8,2.06,0,8.6,450,81.2,412,349,0,0,,0,1.1,446,0,0,0.0,Cuenca Barreno,,4,1.03,2024-08-03,4.0,463,9,J.Cuenca,0,DEF,Fulham,FUL
604,0,2007-01-03,0,30,1,0.71,577725,,45.7,369,,0.0,0.3,0.67,0.48,0.95,0.68,0.28,0.74,0.53,0.2,Josh,0,0.0,0,11.2,434,26.2,468,126,0,0,,0,1.2,436,0,0,0.0,King,,1,0.71,2024-02-02,38.0,358,10,King,0,MID,Fulham,FUL
605,0,2003-03-14,0,4,0,0.0,573062,,12.0,451,,-0.3,-0.3,0.07,0.3,0.07,0.3,0.0,0.15,0.64,0.0,Martial,0,0.0,0,3.0,495,3.4,526,21,0,0,,0,1.0,488,0,0,0.0,Godo,,0,0.0,2022-08-22,14.0,421,2,Godo,0,MID,Fulham,FUL
622,0,1998-02-14,2,334,4,0.16,207189,,285.7,153,,0.5,0.5,0.63,0.03,1.08,0.05,0.45,30.81,1.25,0.02,Sander,35,1.42,0,65.1,249,314.4,235,2221,0,0,,0,1.7,354,0,0,0.0,Berge,,26,1.05,2024-08-22,51.0,339,53,Berge,6,MID,Fulham,FUL
690,0,2007-03-07,0,0,0,0.0,591385,,0.0,636,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Samuel,0,0.0,0,0.0,648,0.0,648,0,0,0,,0,0.0,655,0,0,0.0,Amissah,,0,0.0,2023-07-19,0.0,598,0,Amissah,0,DEF,Fulham,FUL
753,0,1977-07-12,0,0,0,0.0,100041800,,0.0,539,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marco Alexandre,0,0.0,0,0.0,561,0.0,561,0,0,0,,0,0.0,571,0,0,0.0,Saraiva da Silva,,0,0.0,2021-07-01,0.0,490,94,Silva,0,,Fulham,FUL
772,0,1988-08-09,0,54,1,0.36,47431,,133.3,264,,0.5,0.0,0.72,0.26,1.0,0.36,0.28,4.45,1.6,0.1,Willian,3,1.08,0,19.5,399,36.2,455,251,0,0,,0,1.3,425,0,0,0.0,Borges da Silva,,2,0.72,2025-02-06,25.0,389,13,Willian,0,MID,Fulham,FUL
121,3,2004-01-23,5,224,2,0.16,474120,5.0,268.9,162,3.0,3.3,2.7,1.32,0.1,4.14,0.32,2.82,22.1,1.72,0.22,Julio,22,1.71,2,87.7,174,250.8,273,1155,0,0,,0,2.4,230,0,0,0.0,Enciso,,14,1.09,2025-01-23,362.0,92,59,Enciso,3,MID,Ipswich,IPS
260,0,,0,15,0,0.0,462387,,25.7,417,,0.0,0.0,0.04,0.03,0.39,0.28,0.35,3.84,2.76,0.25,Ali,5,3.6,0,6.0,473,5.6,513,125,0,0,2.0,0,0.7,547,0,0,0.0,Al-Hamadi,,0,0.0,2024-01-29,32.0,376,8,Al-Hamadi,3,FWD,Ipswich,IPS
261,0,,0,0,0,0.0,517178,,0.0,615,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elkan,0,0.0,0,0.0,628,0.0,628,0,0,0,,0,0.0,635,0,0,0.0,Baggott,,0,0.0,,0.0,575,0,Baggott,0,DEF,Ipswich,IPS
262,0,1998-04-05,1,137,2,0.26,173818,,111.0,284,1.0,-0.3,1.7,1.05,0.14,2.79,0.37,1.74,11.72,1.53,0.23,Nathan,12,1.57,2,41.4,315,148.2,352,690,0,0,3.0,0,2.1,277,0,0,0.0,Broadhead,,7,0.91,2023-01-09,155.0,218,37,Broadhead,1,MID,Ipswich,IPS
263,2,1995-10-21,0,122,0,0.0,122411,,87.2,313,,0.7,0.5,0.34,0.02,1.42,0.08,1.08,35.17,2.06,0.06,Cameron,37,2.16,0,61.4,263,422.0,171,1540,0,0,,0,1.4,394,0,0,0.0,Burgess,,16,0.94,2021-08-15,103.0,270,26,Burgess,0,DEF,Ipswich,IPS
264,1,1994-11-23,0,144,1,0.1,149929,,148.5,247,,0.0,0.0,1.17,0.11,1.67,0.16,0.5,23.62,2.31,0.05,Wes,23,2.25,0,31.8,357,111.6,385,922,0,0,,0,1.7,351,0,0,0.0,Burns,,12,1.17,2021-06-09,66.0,316,30,Burns,1,MID,Ipswich,IPS
265,2,1997-02-16,0,139,1,0.11,196411,,152.1,244,,0.5,0.7,0.61,0.06,2.13,0.22,1.52,17.93,1.91,0.16,Conor,19,2.02,1,36.1,340,106.6,390,845,0,0,,0,1.9,320,0,0,0.0,Chaplin,,10,1.07,2021-07-27,108.0,266,41,Chaplin,2,MID,Ipswich,IPS
266,0,,0,-5,0,0.0,232228,,24.4,422,,0.0,0.0,0.1,0.02,0.18,0.04,0.08,9.1,2.17,0.02,Harry,10,2.39,0,10.5,441,48.2,441,377,1,0,,0,0.1,560,1,0,0.0,Clarke,,4,0.95,2023-01-19,35.0,363,1,H.Clarke,1,DEF,Ipswich,IPS
267,2,1999-12-31,5,174,2,0.07,455084,1.0,865.4,14,4.0,-0.3,0.0,4.74,0.16,5.72,0.19,0.98,60.7,1.99,0.03,Leif,71,2.33,1,149.6,76,486.8,149,2742,0,0,,0,1.6,364,1,0,0.0,Davis,,32,1.05,2022-07-25,145.0,227,52,Davis,5,DEF,Ipswich,IPS
268,2,2003-02-08,22,472,3,0.1,463034,,290.5,152,,0.7,0.5,1.38,0.05,10.82,0.38,9.44,53.6,1.86,0.33,Liam,58,2.02,12,157.5,66,513.0,137,2587,0,0,,0,3.6,83,0,0,0.0,Delap,,32,1.11,2024-07-13,783.0,26,132,Delap,12,FWD,Ipswich,IPS
269,0,,0,3,0,0.0,214964,,0.0,585,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,George,0,0.0,0,0.0,600,0.0,600,1,0,0,,0,1.0,465,0,0,0.0,Edmundson,,0,0.0,2021-07-27,0.0,544,1,Edmundson,0,DEF,Ipswich,IPS
270,0,2000-09-12,0,171,2,0.08,449429,,77.2,325,,0.5,0.7,0.21,0.01,1.52,0.06,1.31,45.51,1.86,0.05,Jacob,53,2.16,1,82.7,193,592.8,103,2205,0,0,,0,1.5,378,0,0,0.0,Greaves,,25,1.02,2024-07-12,157.0,215,37,Greaves,5,DEF,Ipswich,IPS
271,0,,0,4,0,0.0,167191,,1.9,493,,0.0,0.0,0.05,0.1,0.05,0.1,0.0,1.36,2.85,0.0,Marcus,2,4.19,0,1.7,516,9.4,503,43,0,0,,0,1.0,518,0,0,0.0,Myers-Harness,,0,0.0,,6.0,455,2,Harness,0,MID,Ipswich,IPS
272,1,1999-02-15,3,157,0,0.0,222625,,64.5,344,,1.5,1.7,0.24,0.03,2.38,0.33,2.14,15.41,2.15,0.3,George,16,2.23,3,41.2,318,146.4,356,645,0,0,1.0,0,1.8,342,0,0,0.0,Hirst,,5,0.7,2023-07-13,207.0,170,46,Hirst,3,FWD,Ipswich,IPS
273,0,,0,0,0,0.0,524180,,0.0,728,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameron,0,0.0,0,0.0,732,0.0,732,0,0,0,,0,0.0,736,0,0,0.0,Humphreys,,0,0.0,,0.0,710,0,Humphreys,0,MID,Ipswich,IPS
274,3,2003-10-30,6,352,3,0.1,503301,,487.5,79,3.0,1.7,2.3,2.46,0.09,5.39,0.19,2.93,51.04,1.78,0.1,Omari,61,2.12,3,131.5,97,383.2,193,2585,0,0,,0,2.8,175,0,0,0.0,Giraud-Hutchinson,,30,1.04,2024-07-01,443.0,72,88,Hutchinson,5,MID,Ipswich,IPS
275,2,2000-01-24,2,23,0,0.0,222018,,177.2,224,,-1.0,-0.3,0.83,0.06,1.89,0.13,1.06,37.89,2.53,0.07,Ben,39,2.61,1,54.6,282,276.6,255,1346,0,0,,0,1.3,418,1,0,0.0,Johnson,,14,0.94,2024-07-01,92.0,283,30,Johnson,3,DEF,Ipswich,IPS
276,0,,0,0,0,0.0,94926,,0.0,683,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freddie,0,0.0,0,0.0,688,0.0,688,0,0,0,,0,0.0,693,0,0,0.0,Ladapo,,0,0.0,,0.0,660,0,Ladapo,0,FWD,Ipswich,IPS
277,0,1992-09-25,0,47,0,0.0,106606,,6.6,472,,0.0,0.0,0.01,0.0,0.01,0.0,0.0,6.84,3.16,0.0,Massimo,6,2.77,0,4.6,487,34.4,460,195,0,0,,0,1.2,433,0,0,0.0,Luongo,,2,0.92,2023-01-05,4.0,460,13,Luongo,0,MID,Ipswich,IPS
278,1,1991-09-10,5,421,2,0.07,74944,,374.0,111,,1.3,1.3,1.51,0.05,1.96,0.06,0.45,58.21,1.91,0.01,Sam,67,2.19,1,83.7,189,417.0,173,2749,1,0,,0,2.0,298,0,0,0.0,Morsy,,31,1.01,2021-08-31,47.0,346,67,Morsy,10,MID,Ipswich,IPS
279,0,,0,0,0,0.0,246265,,0.0,587,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Corrie,0,0.0,0,0.0,602,0.0,602,0,0,0,,0,0.0,609,0,0,0.0,Ndaba,,0,0.0,,0.0,546,0,Ndaba,0,DEF,Ipswich,IPS
280,0,2002-09-15,0,0,0,0.0,434044,,0.0,564,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cieran,0,0.0,0,0.0,583,0.0,583,0,0,0,,0,0.0,592,0,0,0.0,Slicker,,0,0.0,2023-07-08,0.0,517,0,Slicker,0,GKP,Ipswich,IPS
281,0,1998-06-23,1,144,0,0.0,231899,,100.5,301,,1.0,0.7,0.77,0.08,1.52,0.16,0.75,16.28,1.75,0.08,Jack,21,2.26,1,32.4,352,142.0,359,837,0,0,,0,1.2,439,0,0,0.0,Taylor,,4,0.43,2023-06-26,84.0,290,38,Taylor,4,MID,Ipswich,IPS
282,1,1997-11-14,0,80,1,0.05,180804,,93.4,307,,0.5,0.7,0.26,0.01,0.47,0.02,0.21,32.01,1.68,0.01,Axel,38,2.0,0,40.1,322,284.4,247,1710,1,0,,0,1.2,429,1,0,0.0,Tuanzebe,,20,1.05,2023-09-08,25.0,388,27,Tuanzebe,3,DEF,Ipswich,IPS
283,0,1995-11-09,2,42,1,0.14,108813,,10.0,464,,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,13.88,1.98,0.0,Christian,19,2.71,0,17.3,406,163.2,339,630,0,0,,0,2.3,236,0,20,2.86,Walton,,7,1.0,2022-01-19,0.0,626,16,Walton,0,GKP,Ipswich,IPS
284,0,1998-10-21,0,93,1,0.08,220583,,6.7,471,,0.0,-0.3,0.02,0.0,0.05,0.0,0.03,26.46,2.01,0.0,Luke,28,2.12,0,27.5,369,258.4,267,1187,0,0,,0,1.2,430,0,0,0.0,Woolfenden,,12,0.91,2017-08-07,8.0,439,18,Woolfenden,2,DEF,Ipswich,IPS
359,0,1995-12-02,0,167,1,0.07,155405,2.0,116.2,278,2.0,0.0,0.0,0.46,0.03,0.91,0.06,0.45,27.21,1.99,0.03,Kalvin,30,2.19,0,33.8,347,181.8,330,1231,0,0,,0,1.4,412,1,0,0.0,Phillips,,14,1.02,2024-08-16,41.0,354,27,Phillips,4,MID,Ipswich,IPS
568,0,1998-11-07,5,186,1,0.06,232917,,0.0,669,,0.0,0.0,0.01,0.0,0.01,0.0,0.0,36.12,2.01,0.0,Arijanet,33,1.83,0,53.1,286,531.2,127,1620,0,0,,0,2.7,184,0,70,3.89,Muric,,18,1.0,2024-07-17,0.0,643,49,Muric,1,GKP,Ipswich,IPS
569,0,2002-02-08,3,116,2,0.23,481624,,98.2,303,,0.0,0.0,0.34,0.04,2.77,0.31,2.43,14.41,1.63,0.27,Jaden,22,2.49,2,43.9,307,159.0,340,796,0,0,,0,1.8,341,1,0,0.0,Philogene,,7,0.79,2025-01-15,190.0,190,37,Jaden,3,MID,Ipswich,IPS
583,1,1993-03-04,0,43,0,0.0,108053,,56.0,354,,-0.1,-0.1,0.24,0.06,0.27,0.07,0.03,8.13,2.19,0.01,Conor,6,1.62,0,18.0,404,110.2,389,334,0,0,,0,1.8,325,0,0,0.0,Townsend,,3,0.81,2024-08-01,13.0,422,11,Townsend,1,DEF,Ipswich,IPS
611,0,1995-09-24,2,167,2,0.18,172453,3.0,93.0,308,,-0.4,-0.2,0.45,0.04,3.89,0.35,3.44,23.27,2.12,0.31,Sam,18,1.64,4,56.7,273,216.0,293,988,0,0,,0,2.7,188,0,0,0.0,Szmodics,,13,1.18,2024-08-16,263.0,130,54,Szmodics,2,MID,Ipswich,IPS
619,1,1999-08-10,2,309,1,0.05,454667,,209.2,201,,0.5,1.7,0.73,0.03,1.41,0.06,0.68,43.97,2.02,0.03,Jens,46,2.11,1,54.9,279,284.0,249,1960,0,0,,0,2.1,271,0,0,0.0,Cajuste,,25,1.15,2024-08-19,59.0,323,63,Cajuste,2,MID,Ipswich,IPS
630,2,1999-03-04,1,231,2,0.06,216616,,59.9,346,,0.7,0.7,0.67,0.02,1.96,0.06,1.29,67.13,1.94,0.04,Dara,75,2.16,0,111.6,130,862.8,18,3122,0,0,,0,1.4,395,0,0,0.0,O'Shea,,35,1.01,2024-08-25,195.0,182,49,O'Shea,6,DEF,Ipswich,IPS
631,4,2000-11-23,0,221,1,0.08,443261,,341.7,122,,0.7,0.7,1.11,0.09,2.28,0.18,1.17,27.25,2.11,0.09,Jack,31,2.4,0,72.2,227,230.8,279,1161,0,0,,0,1.7,357,0,0,0.0,Clarke,,12,0.93,2024-08-24,151.0,220,53,J.Clarke,2,MID,Ipswich,IPS
632,0,1997-05-01,0,29,0,0.0,229164,,30.2,404,,0.0,0.0,0.05,0.02,0.05,0.02,0.0,2.36,0.9,0.0,Chiedozie,3,1.14,0,6.4,471,22.8,477,237,0,0,,0,1.4,413,0,0,0.0,Ogbene,,3,1.14,2024-08-28,12.0,428,7,Ogbene,0,MID,Ipswich,IPS
715,0,1998-01-15,0,-27,0,0.0,198826,,2.3,488,,-0.5,-0.5,0.02,0.01,0.02,0.01,0.0,6.22,3.54,0.0,Ben,10,5.7,0,1.9,511,15.0,493,158,0,0,,0,-0.3,804,0,0,0.0,Godfrey,,2,1.14,2025-01-05,2.0,468,-1,Godfrey,1,DEF,Ipswich,IPS
743,0,1986-05-14,0,0,0,0.0,100047417,,0.0,531,,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kieran,0,0.0,0,0.0,553,0.0,553,0,0,0,,0,0.0,563,0,0,0.0,McKenna,,0,0.0,2021-12-16,0.0,482,51,McKenna,0,,Ipswich,IPS
